frame,sharpness,glare,contrast,entropy,edge_density,mean_brightness,saturation,label,reason
../Frames_Bad/CRG_frame80.jpg,1.3279033519367378,0.09779911747685185,61.28114244651751,2.173998852408477,0.0,156.8110833062066,44.612629643192996,bad,motion_blur
../Frames_Bad/CRG_frame145.jpg,1.0266932734669096,0.0,38.756273634717864,1.5500056149219865,0.0,89.4310295952691,61.66008165147569,bad,"too_dark, motion_blur"
../Frames_Bad/ACS_frame83.jpg,1.368986793753098,0.0,27.48339747221313,2.034438448271264,0.0,52.82228653519242,42.70707239221643,bad,"too_dark, motion_blur"
../Frames_Bad/CRG_frame23.jpg,1.046055546510805,0.0,39.043243843191576,1.588936233439532,0.0,93.40207214355469,59.73341934769242,bad,"too_dark, motion_blur"
../Frames_Bad/CRR_frame69.jpg,682.1712393503673,0.0,30.960068180494574,4.277039672164302,0.09913183141637731,41.65199641474971,121.72242488154659,bad,too_dark
../Frames_Bad/CRR_frame72.jpg,845.5118959099566,0.0,31.062960211598906,4.358196918161741,0.10241834852430555,40.46674815990307,125.85884625470197,bad,too_dark
../Frames_Bad/CRG_frame148.jpg,0.6373010705724179,0.6718579327618635,42.0215772982641,1.0694792976859198,0.0,226.6862286603009,19.640619348596644,bad,"too_bright, motion_blur"
../Frames_Bad/CRG_frame126.jpg,1.1696932191726601,0.09819889775028935,60.969975391048635,1.881939530556519,0.0,156.84717983669705,43.770896176938656,bad,motion_blur
../Frames_Bad/BRJ_frame61.jpg,1442.7014965191495,0.0,31.38025180653891,5.11549531041519,0.21296330204716435,57.7007723207827,84.64611273871527,bad,too_dark
../Frames_Bad/BRJ_frame12.jpg,1125.023918833619,0.0,30.001472066149773,5.0388827853565,0.1959286159939236,52.395338157371235,88.44700712981047,bad,too_dark
../Frames_Bad/BRA_frame84.jpg,1194.1647939586092,0.0,27.25137045369084,4.224663266032585,0.13133985731336806,47.26905076768663,91.22196293583623,bad,too_dark
../Frames_Bad/BRJ_frame122.jpg,1.4509583649575726,0.06740688747829861,24.083367174403048,2.114242277031161,0.0,211.0533024540654,21.516187427662036,bad,"too_bright, motion_blur"
../Frames_Bad/CRR_frame151.jpg,589.9098499191045,0.0,31.468013327002662,4.139835627989238,0.09330896448206019,38.0229165536386,132.44705437554254,bad,too_dark
../Frames_Bad/CRG_frame16.jpg,1.4188086614563453,0.10465924298321759,61.02348416678533,2.3565485296752704,0.0,159.31048550075954,44.81012042010272,bad,motion_blur
../Frames_Bad/ACS_frame41.jpg,1.5897745767411529,0.0,44.97569695287525,2.587573520195889,0.0,104.49215110496239,51.402975915979454,bad,motion_blur
../Frames_Bad/BRJ_frame60.jpg,1176.1755480642332,0.0891773365162037,37.2060271552297,5.010417056016779,0.21174712004484952,191.55881223325378,27.08019465693721,bad,too_bright
