frame,sharpness,glare,contrast,entropy,edge_density,mean_brightness,saturation,clipped_black_ratio,clipped_white_ratio,label,reason
../Frames/CRG_frame80.jpg,929.7131730758271,0.13269370750144677,65.9436213167799,4.1154515764104085,0.11885308159722222,156.8033664279514,47.562691130461516,0.0008386682581018518,0.07896366825810185,good,original
../Frames/CRG_frame145.jpg,606.6581640578968,0.13644736961082177,66.10742126701761,4.053295234688402,0.10768952546296297,156.66925862630208,46.966129557291666,0.0006222195095486111,0.08237270779079861,good,original
../Frames/ACS_frame83.jpg,2132.38482830599,0.016355839482060184,63.17304822786497,5.0182375618018895,0.2285846851490162,104.87286501284,62.61361728244358,0.02061733669704861,0.008858687789351852,good,original
../Frames/CRG_frame23.jpg,671.2625005110842,0.13843462908709492,65.06375207060567,4.073545464606897,0.11175446686921296,159.46963433159723,47.06363039369936,0.0007393165870949074,0.08907131618923611,good,original
../Frames/CRR_frame69.jpg,854.8819587750667,0.025476300274884258,49.5735170143147,4.468163987846729,0.13447830765335647,117.78569550690827,52.458350513599534,0.002491138599537037,0.0002922905815972222,good,original
../Frames/CRR_frame72.jpg,1095.2006498618055,0.02546737105758102,49.743156137889386,4.5693033650537265,0.14027902108651621,117.52689095956308,52.83117517541956,0.0027199074074074074,0.0002995243778935185,good,original
../Frames/CRG_frame148.jpg,606.3442383661818,0.1367298267505787,66.22448269296984,4.038359082592195,0.1088325783058449,156.88632959436487,47.0988446270978,0.0007142243561921297,0.08208606861255786,good,original
../Frames/CRG_frame126.jpg,589.3149215098565,0.1373332836009838,65.98489190936435,4.038673840221324,0.10562981499565972,156.8422356499566,46.77398105197483,0.0005808512369791667,0.08199248137297453,good,original
../Frames/BRJ_frame61.jpg,1598.865917597779,0.0033399793836805555,40.174508855145014,5.2281457335798995,0.23266737196180556,122.75064324273004,48.789210340711804,0.0036286530671296295,0.0024061414930555557,good,original
../Frames/BRJ_frame12.jpg,1189.2186973687915,0.0030228226273148148,39.429509066581126,5.1679198385999365,0.21924088089554397,119.45777791341146,49.13904837149161,0.0030875877097800925,0.002137134693287037,good,original
../Frames/BRA_frame84.jpg,1243.4770036309678,0.0037103723596643517,52.02226756281648,4.40146798885463,0.16167613841869213,64.87329225893374,71.02091946072049,0.012662873444733797,0.002688372576678241,good,original
../Frames/BRJ_frame122.jpg,1474.417190382282,0.004283537688078704,41.12054831004843,5.198086063529468,0.22732385706018518,113.89444727014612,50.94139754683883,0.004151520905671296,0.003182079173900463,good,original
../Frames/CRR_frame151.jpg,725.8928934471094,0.024869904694733797,49.13287792290277,4.375801456689304,0.12727344654224537,117.17012566460504,51.91601912887008,0.002385231300636574,0.00029839409722222225,good,original
../Frames/CRG_frame16.jpg,817.2182405211739,0.1377548782913773,65.20841136255956,4.076866050798398,0.11703615541811342,159.3046977855541,47.4896962483724,0.0008506492332175926,0.08859467683015046,good,original
../Frames/ACS_frame41.jpg,2207.451993752598,0.015076700846354167,62.893834128801075,5.036504290978524,0.23163169578269677,104.51146850585937,63.28871640805845,0.02020195855034722,0.00799244068287037,good,original
../Frames/BRJ_frame60.jpg,1276.2186733527237,0.003109402126736111,39.46336817165901,5.170896089054307,0.21737738715277777,122.64799239547165,47.74724765353733,0.003096064814814815,0.0022586398654513887,good,original
../Frames/CRG_frame139.jpg,588.0421281210957,0.1386131004050926,66.20784900222806,4.034024437585702,0.1057903148509838,156.81937606246382,47.18498444733796,0.0006621184172453704,0.08397069860387732,good,original
../Frames/ACS_frame52.jpg,2235.669446140887,0.016438236942997685,63.17676414180428,5.0243000659644705,0.23127350983796297,104.77875524450232,63.51731827347367,0.02084949634693287,0.009267623336226851,good,original
../Frames/BRA_frame124.jpg,1328.1692322166234,0.003937784830729167,52.56002669705135,4.427436213011381,0.16962608054832176,65.65106947157118,71.89406512225116,0.012040993019386574,0.002763310185185185,good,original
../Frames/MCA_frame80.jpg,2159.466034818518,0.016316053602430554,50.97795356568836,5.333342787934621,0.2739436396846065,110.38469226978444,72.11858430085358,0.006263676396122685,0.010307481553819444,good,original
../Frames/CRG_frame108.jpg,593.3595824391734,0.13620537651909723,66.01182630201836,4.0370390790931285,0.10781724717881945,156.86381643789787,46.932709531430845,0.0006303575303819444,0.08030757197627315,good,original
../Frames/CRR_frame71.jpg,606.0571596838581,0.025849631980613425,49.26450235931205,4.345310561258539,0.1272377296730324,117.99606119791666,51.83452849211516,0.0020374439380787036,0.00029308177806712965,good,original
../Frames/ACS_frame143.jpg,2224.5256306562433,0.01376953125,61.787350977958695,5.026628829122405,0.23114567509403935,102.205094966182,64.01387939453124,0.024514318395543983,0.008024540653935186,good,original
../Frames/CRR_frame143.jpg,637.0703025748684,0.02521102340133102,49.0313043061333,4.329323304501536,0.1254264548972801,116.9741843894676,52.39522806803385,0.0022092466001157407,0.00035762080439814814,good,original
