frame,sharpness,glare,contrast,entropy,edge_density,mean_brightness,saturation,label,reason,video_id
../Frames/CRG_frame80.jpg,929.7131730758272,0.1326937075014467,65.9436213167799,4.1154515764104085,0.1188530815972222,156.8033664279514,47.56269113046152,good,,CRG
../Frames/CRG_frame145.jpg,606.6581640578968,0.1364473696108217,66.10742126701761,4.053295234688402,0.1076895254629629,156.66925862630208,46.96612955729167,good,,CRG
../Frames/ACS_frame83.jpg,2132.38482830599,0.0163558394820601,63.17304822786497,5.0182375618018895,0.2285846851490162,104.87286501284,62.61361728244358,good,,ACS
../Frames/CRG_frame23.jpg,671.2625005110842,0.1384346290870949,65.06375207060567,4.073545464606897,0.1117544668692129,159.46963433159723,47.06363039369936,good,,CRG
../Frames/CRR_frame69.jpg,854.8819587750667,0.0254763002748842,49.5735170143147,4.468163987846729,0.1344783076533564,117.78569550690828,52.458350513599534,good,,CRR
../Frames/CRR_frame72.jpg,1095.2006498618057,0.025467371057581,49.743156137889386,4.569303365053727,0.1402790210865162,117.52689095956308,52.83117517541956,good,,CRR
../Frames/CRG_frame148.jpg,606.3442383661818,0.1367298267505787,66.22448269296984,4.038359082592195,0.1088325783058449,156.88632959436487,47.0988446270978,good,,CRG
../Frames/CRG_frame126.jpg,589.3149215098565,0.1373332836009838,65.98489190936435,4.038673840221324,0.1056298149956597,156.8422356499566,46.77398105197483,good,,CRG
../Frames/BRJ_frame61.jpg,1598.865917597779,0.0033399793836805,40.17450885514501,5.2281457335799,0.2326673719618055,122.75064324273004,48.78921034071181,good,,BRJ
../Frames/BRJ_frame12.jpg,1189.2186973687917,0.0030228226273148,39.429509066581126,5.1679198385999365,0.2192408808955439,119.45777791341146,49.13904837149161,good,,BRJ
../Frames/BRA_frame84.jpg,1243.4770036309678,0.0037103723596643,52.02226756281648,4.40146798885463,0.1616761384186921,64.87329225893374,71.02091946072049,good,,BRA
../Frames/BRJ_frame122.jpg,1474.417190382282,0.0042835376880787,41.12054831004843,5.198086063529468,0.2273238570601851,113.89444727014612,50.94139754683883,good,,BRJ
../Frames/CRR_frame151.jpg,725.8928934471094,0.0248699046947337,49.13287792290277,4.375801456689304,0.1272734465422453,117.17012566460504,51.91601912887008,good,,CRR
../Frames/CRG_frame16.jpg,817.2182405211739,0.1377548782913773,65.20841136255956,4.076866050798398,0.1170361554181134,159.3046977855541,47.4896962483724,good,,CRG
../Frames/ACS_frame41.jpg,2207.451993752598,0.0150767008463541,62.89383412880108,5.036504290978524,0.2316316957826967,104.51146850585936,63.28871640805845,good,,ACS
